,w_0,b_0,w_1,b_1,w_2,b_2
0,-1.2090983390808105,0.4569699466228485,-0.9492891430854797,-0.09377598017454147,0.7339609265327454,0.01911095157265663
1,-0.9301517605781555,0.15313012897968292,1.0052123069763184,0.15981538593769073,-0.7947958707809448,
2,-1.0338854789733887,0.24527838826179504,-0.8277108669281006,-0.027083858847618103,-0.754072904586792,
3,1.1354472637176514,-0.4955385625362396,-0.43358278274536133,-0.12843462824821472,-0.6844415664672852,
4,0.7615302205085754,0.14661934971809387,-0.5403841733932495,0.010262629017233849,-0.7474669218063354,
5,0.08138157427310944,-0.664823591709137,0.4156099259853363,-0.0692409947514534,0.8854116797447205,
6,-1.2192996740341187,-0.07773364335298538,-0.7137605547904968,-0.06097835302352905,-0.7129007577896118,
7,0.9870851635932922,-0.19311030209064484,0.714332640171051,0.13193824887275696,-0.7856413722038269,
8,0.42927446961402893,-0.831076443195343,-0.09043772518634796,0.25364941358566284,0.7583315372467041,
9,-0.8168643712997437,0.4389030337333679,0.25142019987106323,-0.06990604847669601,0.8238292932510376,
10,0.8252986073493958,-0.2014622688293457,-0.16614320874214172,0.005198298487812281,-0.10982034355401993,
11,0.9120854139328003,-0.24348953366279602,0.8207625150680542,0.10951811820268631,-1.1955771446228027,
12,-1.5238524675369263,0.3447289764881134,0.7857913970947266,0.06739503890275955,-1.146446704864502,
13,-0.8157457709312439,1.0365700721740723,-0.8043172955513,-0.012562007643282413,-0.570387065410614,
14,0.8634684681892395,-0.4659438133239746,1.0369666814804077,0.021520767360925674,0.8566465377807617,
15,-1.4278186559677124,0.4084424078464508,0.7216487526893616,-0.019276056438684464,-1.004225254058838,
16,-0.6261979341506958,0.2633228898048401,0.137390598654747,0.019122414290905,0.6732297539710999,
17,-0.9940145015716553,0.3585897386074066,1.2658499479293823,0.4332903325557709,-0.7490065097808838,
18,-1.1722073554992676,-0.1017649844288826,0.8608344793319702,0.13948796689510345,-0.6579180955886841,
19,-1.2000044584274292,0.5296889543533325,-1.0511960983276367,-0.478802353143692,0.7555117607116699,
20,0.7637184858322144,-0.35633501410484314,0.8985952734947205,0.13538706302642822,-0.8733596801757812,
21,-1.228903889656067,0.4119066298007965,0.8975819945335388,-0.06923308968544006,0.7015171647071838,
22,0.8808378577232361,-0.05105811357498169,-0.6181930303573608,-0.04656157270073891,-0.6446332335472107,
23,0.9740289449691772,-0.21856065094470978,-0.30452173948287964,-0.07026324421167374,-0.49051687121391296,
24,-0.04834871366620064,0.3675270974636078,0.39178547263145447,-0.08894535899162292,0.8430938124656677,
25,0.48460838198661804,0.04208426550030708,-0.49377503991127014,-0.26901447772979736,0.8953977823257446,
26,1.0443428754806519,-0.19752739369869232,0.8252715468406677,0.0999760851264,-0.7015684843063354,
27,1.1370781660079956,-0.21381644904613495,-0.06908577680587769,0.0011434536427259445,-0.4400699734687805,
28,0.6476781368255615,-0.09498102217912674,0.6682218313217163,0.0030937902629375458,0.5589482188224792,
29,1.1642147302627563,-0.5128790736198425,0.9290129542350769,0.11578826606273651,-0.7083122134208679,
30,1.3487250804901123,-0.5493663549423218,-0.17016419768333435,-0.0559733547270298,-0.47370579838752747,
31,1.1388413906097412,-0.5269786715507507,-0.7762755155563354,0.15559031069278717,0.5652903318405151,
32,0.689993143081665,,-0.689517617225647,,,
33,0.2267691195011139,,1.1249488592147827,,,
34,0.2971203923225403,,-1.2472423315048218,,,
35,-0.45132213830947876,,-0.5061253905296326,,,
36,-1.088208794593811,,-1.8098951578140259,,,
37,1.3018032312393188,,1.0423978567123413,,,
38,1.193271517753601,,-0.7912589311599731,,,
39,-0.5345656871795654,,0.9595207571983337,,,
40,1.323647141456604,,1.5364255905151367,,,
41,-0.19561032950878143,,0.7329468727111816,,,
42,-0.41120243072509766,,-0.10939609259366989,,,
43,-0.17363731563091278,,0.3539351224899292,,,
44,0.7268497943878174,,0.5098716020584106,,,
45,-1.4671415090560913,,-1.0944695472717285,,,
46,1.0180480480194092,,1.2112691402435303,,,
47,0.5948879718780518,,0.930293083190918,,,
48,-0.20272189378738403,,0.7694480419158936,,,
49,0.40429046750068665,,0.9866511821746826,,,
50,1.199628233909607,,0.5735917091369629,,,
51,0.5765622854232788,,-0.6198803186416626,,,
52,0.07300056517124176,,0.5283797383308411,,,
53,0.634378969669342,,1.1471318006515503,,,
54,-0.5518861413002014,,-1.3923044204711914,,,
55,-0.1576213836669922,,-1.2219445705413818,,,
56,-0.20413987338542938,,1.397435188293457,,,
57,-0.25839468836784363,,-0.44965696334838867,,,
58,-0.15378697216510773,,0.874756932258606,,,
59,-0.5293892025947571,,-0.9360345005989075,,,
60,-0.18989317119121552,,0.7163548469543457,,,
61,-0.36564338207244873,,0.6202150583267212,,,
62,-0.46997061371803284,,-1.5649902820587158,,,
63,-0.12457314133644104,,-0.16551002860069275,,,
64,-0.28353363275527954,,-1.014650821685791,,,
65,0.23031318187713623,,0.6753228306770325,,,
66,-0.7837598323822021,,-0.07494150847196579,,,
67,0.3641985058784485,,0.02981211245059967,,,
68,-0.1137678250670433,,0.30216777324676514,,,
69,-1.046245813369751,,0.28218889236450195,,,
70,0.20693184435367584,,-0.03713507205247879,,,
71,-0.4543766677379608,,0.20555947721004486,,,
72,0.8080284595489502,,-0.4063790738582611,,,
73,0.7619131803512573,,0.2783164083957672,,,
74,0.33871057629585266,,0.13992246985435486,,,
75,-0.5758499503135681,,0.3543705344200134,,,
76,0.15648283064365387,,0.3966865539550781,,,
77,1.1485246419906616,,0.18806985020637512,,,
78,0.2062370628118515,,-0.05233363062143326,,,
79,-0.023754892870783806,,0.4460757374763489,,,
80,-0.060515932738780975,,0.07208617776632309,,,
81,-0.15240350365638733,,1.12947678565979,,,
82,0.3425430953502655,,0.495301753282547,,,
83,-0.42954978346824646,,-1.344704270362854,,,
84,0.488007515668869,,0.622084379196167,,,
85,-0.20247159898281097,,0.2241715043783188,,,
86,-0.10462435334920883,,0.18753981590270996,,,
87,1.1957119703292847,,0.3093052804470062,,,
88,1.798181414604187,,0.3641628324985504,,,
89,0.645082950592041,,-0.6393671631813049,,,
90,-0.45415300130844116,,0.5408987402915955,,,
91,-0.21158720552921295,,-0.1003376767039299,,,
92,-0.10372298955917358,,0.10006915032863617,,,
93,0.17781662940979004,,0.2498236745595932,,,
94,0.12202119827270508,,0.08651790767908096,,,
95,-0.19961537420749664,,-0.7264852523803711,,,
96,,,1.1487897634506226,,,
97,,,-0.626254141330719,,,
98,,,1.0032159090042114,,,
99,,,0.5804672241210938,,,
100,,,0.7349964380264282,,,
101,,,-0.9170773029327393,,,
102,,,0.5646765828132629,,,
103,,,-0.6871094107627869,,,
104,,,-0.4062501788139343,,,
105,,,-0.4889019727706909,,,
106,,,0.02114742435514927,,,
107,,,-0.957298219203949,,,
108,,,-0.8130375742912292,,,
109,,,0.9424773454666138,,,
110,,,-0.791745126247406,,,
111,,,-0.8166882991790771,,,
112,,,-0.44040173292160034,,,
113,,,-1.0929149389266968,,,
114,,,-0.9484554529190063,,,
115,,,1.3896561861038208,,,
116,,,-1.1032065153121948,,,
117,,,-0.7217560410499573,,,
118,,,0.824556291103363,,,
119,,,0.6923993229866028,,,
120,,,-0.9933597445487976,,,
121,,,1.2467836141586304,,,
122,,,-0.6085770726203918,,,
123,,,0.684578001499176,,,
124,,,-0.9984340667724609,,,
125,,,-0.9484049081802368,,,
126,,,0.19370391964912415,,,
127,,,1.2425756454467773,,,
128,,,0.2724134027957916,,,
129,,,-0.47089818120002747,,,
130,,,0.9280572533607483,,,
131,,,0.4251508414745331,,,
132,,,0.7671586275100708,,,
133,,,-0.3819611966609955,,,
134,,,0.5405239462852478,,,
135,,,-0.6794301271438599,,,
136,,,1.227818489074707,,,
137,,,-0.42354851961135864,,,
138,,,-0.0339001789689064,,,
139,,,-0.0107157863676548,,,
140,,,-0.1714639663696289,,,
141,,,0.7671220302581787,,,
142,,,-0.9713944792747498,,,
143,,,0.08427008241415024,,,
144,,,-0.04936526343226433,,,
145,,,-1.3211846351623535,,,
146,,,-0.324843168258667,,,
147,,,0.9603883028030396,,,
148,,,-0.23751087486743927,,,
149,,,-1.3048641681671143,,,
150,,,1.046409010887146,,,
151,,,0.18188652396202087,,,
152,,,-1.1749683618545532,,,
153,,,-1.092452049255371,,,
154,,,-0.36307069659233093,,,
155,,,0.43005985021591187,,,
156,,,-0.7370362877845764,,,
157,,,-0.36613962054252625,,,
158,,,-0.14357855916023254,,,
159,,,-0.49307939410209656,,,
160,,,-0.7269149422645569,,,
161,,,0.5678483247756958,,,
162,,,0.2777143120765686,,,
163,,,0.3802737891674042,,,
164,,,1.0610367059707642,,,
165,,,-0.2875358462333679,,,
166,,,0.5066172480583191,,,
167,,,0.3366157114505768,,,
168,,,-1.419596552848816,,,
169,,,-0.20111015439033508,,,
170,,,-0.15708021819591522,,,
171,,,0.15157094597816467,,,
172,,,0.18169714510440826,,,
173,,,0.912972092628479,,,
174,,,-0.8792368769645691,,,
175,,,0.36485034227371216,,,
176,,,-0.26594749093055725,,,
177,,,0.7396742701530457,,,
178,,,0.31306251883506775,,,
179,,,-0.8782230019569397,,,
180,,,0.42534804344177246,,,
181,,,-0.6491784453392029,,,
182,,,0.5034592747688293,,,
183,,,0.8203332424163818,,,
184,,,-0.42719054222106934,,,
185,,,0.0322406105697155,,,
186,,,0.25969398021698,,,
187,,,-0.16560442745685577,,,
188,,,-0.5526543855667114,,,
189,,,0.018202349543571472,,,
190,,,0.5615440011024475,,,
191,,,-0.8367606997489929,,,
192,,,-0.24470961093902588,,,
193,,,0.5350780487060547,,,
194,,,-0.8157308101654053,,,
195,,,-0.664462685585022,,,
196,,,-0.8418658971786499,,,
197,,,0.7559405565261841,,,
198,,,-0.6449151039123535,,,
199,,,0.2571117579936981,,,
200,,,-0.5124136209487915,,,
201,,,0.8264901041984558,,,
202,,,0.24800920486450195,,,
203,,,0.45370036363601685,,,
204,,,0.6326879262924194,,,
205,,,-0.9701502919197083,,,
206,,,1.1609727144241333,,,
207,,,0.15547217428684235,,,
208,,,0.6099381446838379,,,
209,,,0.8288533091545105,,,
210,,,0.5940593481063843,,,
211,,,-0.9629266262054443,,,
212,,,0.51048344373703,,,
