,total,data,ic
813,1.0495796,0.8836141,0.16596548
814,1.0473747,0.8817689,0.1656058
815,1.0451882,0.8799413,0.16524686
816,1.0430199,0.87813073,0.16488919
817,1.04087,0.8763372,0.16453275
818,1.038738,0.8745606,0.16417745
819,1.0366238,0.87280065,0.16382322
820,1.0345267,0.87105656,0.1634702
821,1.0324473,0.8693289,0.16311842
822,1.0303851,0.86761725,0.16276783
823,1.0283395,0.86592096,0.16241859
824,1.026311,0.8642405,0.1620705
825,1.0242989,0.8625753,0.16172361
826,1.0223033,0.8609253,0.161378
827,1.0203239,0.85929054,0.16103335
828,1.0183604,0.85767066,0.16068968
829,1.0164127,0.85606575,0.16034701
830,1.0144811,0.8544754,0.16000569
831,1.0125645,0.8528991,0.1596655
832,1.0106637,0.85133725,0.1593265
833,1.0087779,0.8497891,0.1589888
834,1.006907,0.8482545,0.15865253
835,1.005051,0.8467337,0.15831737
836,1.0032097,0.84522635,0.15798339
837,1.0013828,0.8437325,0.15765043
838,0.99957037,0.84225184,0.15731853
839,0.9977721,0.8407844,0.15698768
840,0.99598783,0.8393298,0.15665807
841,0.99421763,0.837888,0.15632963
842,0.9924612,0.8364589,0.1560023
843,0.9907178,0.83504164,0.15567616
844,0.98898834,0.83363706,0.15535133
845,0.98727214,0.8322446,0.15502757
846,0.9855689,0.83086395,0.15470493
847,0.98387825,0.8294948,0.15438347
848,0.9822008,0.8281377,0.1540631
849,0.98053616,0.8267921,0.15374403
850,0.9788835,0.8254575,0.153426
851,0.9772438,0.8241348,0.15310897
852,0.97561574,0.82282287,0.15279286
853,0.9740001,0.8215221,0.15247798
854,0.9723962,0.8202319,0.15216433
855,0.9708042,0.8189525,0.1518517
856,0.969224,0.8176836,0.15154035
857,0.967655,0.816425,0.15122998
858,0.9660974,0.81517667,0.1509207
859,0.964551,0.8139383,0.15061262
860,0.9630156,0.8127101,0.15030552
861,0.96149164,0.81149215,0.14999951
862,0.9599778,0.81028336,0.14969446
863,0.95847476,0.8090843,0.14939046
864,0.95698255,0.80789495,0.14908765
865,0.95550054,0.8067148,0.1487858
866,0.95402914,0.805544,0.14848511
867,0.9525674,0.804382,0.14818537
868,0.951116,0.80322933,0.14788672
869,0.94967425,0.80208504,0.1475892
870,0.9482425,0.80094993,0.14729255
871,0.9468201,0.7998232,0.14699689
872,0.94540733,0.79870504,0.14670227
873,0.94400376,0.7975954,0.14640841
874,0.94260967,0.796494,0.14611565
875,0.94122493,0.795401,0.14582396
876,0.9398487,0.7943154,0.14553331
877,0.9384815,0.7932378,0.14524369
878,0.9371233,0.7921682,0.14495511
879,0.9357736,0.7911064,0.14466725
880,0.9344325,0.79005206,0.14438045
881,0.93309957,0.78900516,0.14409444
882,0.9317753,0.7879658,0.14380951
883,0.9304589,0.78693354,0.14352536
884,0.92915106,0.7859089,0.14324217
885,0.927851,0.7848911,0.1429599
886,0.9265583,0.7838797,0.1426786
887,0.9252743,0.782876,0.1423983
888,0.9239973,0.7818784,0.14211886
889,0.92272836,0.780888,0.14184032
890,0.9214665,0.779904,0.14156252
891,0.92021227,0.77892673,0.14128552
892,0.918965,0.77795553,0.14100945
893,0.9177251,0.7769909,0.14073417
894,0.91649234,0.77603245,0.14045987
895,0.91526634,0.77507997,0.14018637
896,0.9140474,0.7741337,0.13991378
897,0.9128352,0.7731932,0.139642
898,0.9116298,0.7722587,0.13937108
899,0.910431,0.77133006,0.13910101
900,0.9092387,0.7704071,0.13883162
901,0.9080529,0.76948977,0.13856316
902,0.9068734,0.76857805,0.13829535
903,0.90570027,0.7676718,0.13802847
904,0.90453327,0.7667709,0.13776234
905,0.90337265,0.76587576,0.13749692
906,0.90221745,0.76498514,0.1372323
907,0.90106875,0.76410025,0.13696854
908,0.89992595,0.7632204,0.1367055
909,0.8987884,0.7623452,0.13644318
910,0.89765716,0.76147556,0.13618161
911,0.8965315,0.76061064,0.13592087
912,0.89541125,0.7597504,0.13566083
913,0.8942966,0.75889504,0.13540156
914,0.89318764,0.7580446,0.13514306
915,0.8920836,0.7571984,0.13488524
916,0.89098513,0.756357,0.13462809
917,0.8898919,0.75552016,0.13437174
918,0.8888039,0.75468785,0.13411607
919,0.887721,0.75385994,0.13386108
920,0.88664335,0.7530367,0.13360667
921,0.8855701,0.7522171,0.13335304
922,0.884502,0.751402,0.1331
923,0.88343906,0.7505911,0.13284795
924,0.8823807,0.74978423,0.13259651
925,0.8813272,0.7489815,0.13234575
926,0.88027847,0.7481829,0.13209562
927,0.879234,0.74738777,0.13184626
928,0.87819463,0.7465972,0.13159746
929,0.8771593,0.74581,0.13134935
930,0.87612885,0.7450271,0.1311017
931,0.8751025,0.74424773,0.13085482
932,0.8740807,0.7434722,0.1306085
933,0.8730635,0.74270064,0.13036288
934,0.87205005,0.7419321,0.13011795
935,0.8710411,0.7411672,0.1298739
936,0.87003624,0.74040574,0.12963046
937,0.8690357,0.73964816,0.12938754
938,0.8680389,0.7388936,0.12914526
939,0.86704654,0.7381431,0.12890348
940,0.86605775,0.7373955,0.12866226
941,0.8650733,0.73665154,0.12842175
942,0.8640922,0.7359103,0.12818187
943,0.8631156,0.7351728,0.12794282
944,0.8621425,0.73443836,0.12770416
945,0.8611732,0.733707,0.1274662
946,0.8602079,0.73297906,0.12722881
947,0.85924584,0.73225397,0.12699185
948,0.8582879,0.7315322,0.12675564
949,0.8573332,0.7308132,0.12652
950,0.8563821,0.7300971,0.12628494
951,0.855435,0.72938436,0.12605064
952,0.8544908,0.728674,0.1258168
953,0.85355026,0.72796667,0.12558357
954,0.8526134,0.7272625,0.12535089
955,0.85168,0.72656125,0.12511875
956,0.85074973,0.7258624,0.12488736
957,0.84982264,0.72516614,0.124656454
958,0.84889895,0.7244728,0.12442614
959,0.84797853,0.7237822,0.12419636
960,0.8470614,0.7230944,0.12396698
961,0.84614754,0.7224093,0.12373826
962,0.8452368,0.7217268,0.12351002
963,0.84432924,0.7210467,0.123282544
964,0.84342456,0.7203691,0.1230555
965,0.8425232,0.719694,0.12282916
966,0.8416248,0.7190214,0.12260345
967,0.84072953,0.71835124,0.12237829
968,0.8398374,0.71768373,0.12215364
969,0.83894795,0.71701866,0.12192927
970,0.8380616,0.7163561,0.1217055
971,0.837178,0.7156957,0.1214823
972,0.8362972,0.71503764,0.12125956
973,0.8354196,0.71438205,0.121037535
974,0.83454484,0.7137287,0.120816134
975,0.8336725,0.7130772,0.120595336
976,0.83280313,0.71242815,0.120375015
977,0.83193654,0.71178144,0.120155096
978,0.8310727,0.71113706,0.11993566
979,0.8302118,0.710495,0.119716786
980,0.82935315,0.70985466,0.11949845
981,0.8284974,0.7092169,0.119280554
982,0.8276444,0.7085811,0.11906333
983,0.8267941,0.7079476,0.11884648
984,0.8259459,0.7073156,0.11863028
985,0.8251004,0.7066858,0.11841461
986,0.8242579,0.7060584,0.11819954
987,0.82341754,0.7054326,0.11798493
988,0.82258004,0.70480937,0.11777065
989,0.8217447,0.7041877,0.11755698
990,0.8209117,0.7035679,0.1173438
991,0.8200816,0.7029505,0.11713116
992,0.8192537,0.7023347,0.11691899
993,0.8184282,0.7017208,0.11670743
994,0.81760526,0.7011088,0.11649646
995,0.8167845,0.70049876,0.11628577
996,0.8159662,0.6998908,0.11607545
997,0.8151501,0.6992842,0.11586585
998,0.81433654,0.6986798,0.11565673
999,0.81352526,0.6980771,0.1154482
1000,0.81271607,0.697476,0.11524005
1001,0.8119093,0.69687694,0.11503241
1002,0.81110483,0.6962796,0.11482524
1003,0.81030256,0.695684,0.11461853
1004,0.8095026,0.6950903,0.11441229
1005,0.8087048,0.6944981,0.11420668
1006,0.80790883,0.69390744,0.114001416
1007,0.8071153,0.69331855,0.11379674
1008,0.80632424,0.69273174,0.11359252
1009,0.80553484,0.6921461,0.1133887
1010,0.8047477,0.6915623,0.113185406
1011,0.8039629,0.69098026,0.11298264
1012,0.8031801,0.6903998,0.112780295
1013,0.8023992,0.6898209,0.112578325
1014,0.80162054,0.6892436,0.11237693
1015,0.80084383,0.68866783,0.112176016
1016,0.8000694,0.68809384,0.11197554
1017,0.79929674,0.68752116,0.11177554
1018,0.79852617,0.6869501,0.11157605
1019,0.79775745,0.6863804,0.111377105
1020,0.79699117,0.6858126,0.111178584
1021,0.7962262,0.6852458,0.11098043
1022,0.79546374,0.6846811,0.11078257
1023,0.7947031,0.68411773,0.110585384
1024,0.7939442,0.6835556,0.110388614
1025,0.7931875,0.68299514,0.11019237
1026,0.79243255,0.68243605,0.10999648
1027,0.7916795,0.6818783,0.10980115
1028,0.79092824,0.681322,0.10960626
1029,0.7901791,0.68076736,0.109411724
1030,0.78943175,0.680214,0.10921775
1031,0.78868586,0.67966163,0.109024234
1032,0.7879421,0.67911094,0.10883118
1033,0.7872005,0.6785621,0.108638406
1034,0.7864602,0.67801416,0.10844609
1035,0.78572226,0.67746794,0.10825429
1036,0.7849856,0.67692274,0.10806287
1037,0.78425115,0.6763792,0.10787194
1038,0.7835179,0.6758364,0.10768152
1039,0.782787,0.6752956,0.10749148
1040,0.78205734,0.6747555,0.107301824
1041,0.7813299,0.67421716,0.10711272
1042,0.780604,0.6736798,0.10692416
1043,0.7798798,0.6731439,0.106735855
1044,0.7791576,0.6726096,0.10654797
1045,0.7784367,0.6720762,0.10636051
1046,0.77771765,0.6715442,0.10617346
1047,0.7770003,0.6710136,0.10598673
1048,0.77628446,0.6704838,0.10580061
1049,0.77557045,0.66995555,0.10561495
1050,0.7748582,0.6694285,0.105429634
1051,0.77414733,0.66890246,0.10524487
1052,0.7734384,0.668378,0.105060436
1053,0.772731,0.66785455,0.104876414
1054,0.772025,0.66733223,0.104692765
1055,0.77132106,0.6668116,0.10450947
1056,0.77061796,0.66629136,0.104326576
1057,0.7699173,0.66577315,0.1041442
1058,0.7692176,0.66525537,0.10396225
1059,0.76852,0.6647393,0.103780694
1060,0.7678236,0.66422385,0.1035997
1061,0.7671288,0.66370964,0.10341918
1062,0.7664358,0.66319674,0.10323906
1063,0.7657443,0.66268516,0.10305915
1064,0.76505387,0.6621743,0.102879554
1065,0.7643657,0.6616654,0.10270028
1066,0.7636784,0.66115695,0.10252141
1067,0.76299304,0.66064996,0.102343045
1068,0.7623092,0.660144,0.102165185
1069,0.76162654,0.65963876,0.10198777
1070,0.76094544,0.6591346,0.10181083
1071,0.7602659,0.6586316,0.1016343
1072,0.75958806,0.6581299,0.10145818
1073,0.7589113,0.65762895,0.10128235
1074,0.7582364,0.6571295,0.10110685
1075,0.7575627,0.656631,0.10093168
1076,0.75689054,0.6561337,0.100756824
1077,0.7562197,0.6556372,0.10058246
1078,0.7555503,0.65514195,0.10040837
1079,0.75488263,0.65464777,0.10023484
1080,0.75421613,0.65415436,0.10006182
1081,0.75355095,0.6536617,0.099889204
1082,0.75288725,0.65317035,0.099716924
1083,0.75222516,0.65268016,0.09954503
1084,0.75156426,0.6521909,0.099373385
1085,0.7509047,0.6517026,0.0992021
1086,0.7502469,0.6512157,0.09903117
1087,0.7495902,0.6507296,0.09886065
1088,0.74893475,0.6502443,0.09869048
1089,0.74828076,0.64975995,0.098520815
1090,0.7476282,0.6492767,0.09835154
1091,0.74697685,0.6487942,0.09818266
1092,0.7463271,0.6483129,0.098014176
1093,0.7456783,0.6478324,0.09784591
1094,0.7450312,0.6473531,0.09767807
1095,0.7443855,0.6468749,0.097510576
1096,0.7437408,0.6463973,0.0973435
1097,0.7430977,0.6459209,0.09717681
1098,0.74245584,0.64544535,0.09701045
1099,0.7418151,0.6449706,0.09684448
1100,0.7411758,0.64449704,0.09667876
1101,0.74053764,0.64402413,0.09651354
1102,0.739901,0.6435524,0.09634859
1103,0.73926544,0.64308137,0.096184075
1104,0.73863155,0.64261156,0.09601996
1105,0.7379983,0.64214206,0.095856205
1106,0.737367,0.6416742,0.09569279
1107,0.7367365,0.64120674,0.09552973
1108,0.7361072,0.6407401,0.0953671
1109,0.73547965,0.64027494,0.095204726
1110,0.7348531,0.63981056,0.09504257
1111,0.73422754,0.6393468,0.094880745
1112,0.7336035,0.63888407,0.094719395
1113,0.73298055,0.6384222,0.09455839
1114,0.73235893,0.63796115,0.094397776
1115,0.73173857,0.63750094,0.09423758
1116,0.73111916,0.6370414,0.09407781
1117,0.7305013,0.6365829,0.09391835
1118,0.7298844,0.6361252,0.093759164
1119,0.7292691,0.63566875,0.0936003
1120,0.7286548,0.63521314,0.09344162
1121,0.7280414,0.6347581,0.09328328
1122,0.7274294,0.634304,0.09312536
1123,0.72681856,0.6338507,0.09296784
1124,0.72620904,0.6333983,0.092810705
1125,0.7256004,0.63294655,0.09265392
1126,0.72499317,0.63249576,0.09249745
1127,0.72438717,0.6320458,0.09234141
1128,0.7237822,0.63159657,0.09218562
1129,0.7231783,0.63114816,0.09203015
1130,0.7225759,0.6307009,0.09187497
1131,0.72197396,0.63025385,0.0917201
1132,0.72137386,0.62980837,0.0915655
1133,0.7207747,0.62936336,0.09141136
1134,0.72017664,0.62891906,0.09125753
1135,0.7195795,0.6284755,0.09110402
1136,0.7189837,0.62803286,0.09095088
1137,0.71838915,0.62759125,0.09079795
1138,0.71779567,0.62715024,0.090645425
1139,0.7172031,0.6267098,0.09049329
1140,0.7166118,0.62627035,0.09034145
1141,0.71602154,0.6258316,0.090189956
1142,0.71543264,0.62539387,0.090038754
1143,0.7148446,0.6249568,0.08988779
1144,0.7142575,0.62452036,0.0897371
1145,0.71367157,0.6240848,0.089586794
1146,0.71308714,0.6236502,0.08943695
1147,0.71250343,0.62321615,0.089287296
1148,0.71192086,0.6227829,0.089137964
1149,0.71133935,0.6223504,0.08898893
1150,0.71075916,0.6219188,0.08884031
1151,0.7101797,0.6214878,0.088691905
1152,0.7096014,0.6210576,0.0885438
1153,0.70902413,0.620628,0.088396125
1154,0.7084481,0.6201994,0.08824869
1155,0.7078731,0.6197716,0.08810148
1156,0.707299,0.6193445,0.087954484
1157,0.7067259,0.6189179,0.08780802
1158,0.70615405,0.6184921,0.08766197
1159,0.7055833,0.61806715,0.08751614
1160,0.70501345,0.617643,0.08737051
1161,0.70444447,0.6172192,0.087225266
1162,0.70387655,0.6167964,0.087080196
1163,0.70331013,0.6163747,0.0869355
1164,0.7027444,0.61595345,0.08679097
1165,0.7021798,0.61553293,0.08664687
1166,0.7016161,0.6151131,0.08650305
1167,0.7010535,0.6146938,0.086359665
1168,0.7004918,0.6142753,0.08621655
1169,0.69993114,0.61385745,0.08607371
1170,0.6993715,0.61344045,0.08593109
1171,0.6988129,0.6130241,0.085788794
1172,0.6982553,0.6126085,0.08564676
1173,0.69769883,0.61219376,0.08550505
1174,0.6971432,0.6117796,0.08536358
1175,0.69658864,0.6113663,0.08522241
1176,0.696035,0.6109535,0.08508151
1177,0.69548243,0.6105414,0.084941044
1178,0.69493073,0.61012995,0.084800765
1179,0.69438,0.60971916,0.084660806
1180,0.6938303,0.60930914,0.084521145
1181,0.6932816,0.6088999,0.084381714
1182,0.6927339,0.60849124,0.084242664
1183,0.692187,0.6080832,0.08410386
1184,0.69164115,0.60767585,0.08396531
1185,0.6910966,0.60726964,0.08382697
1186,0.6905524,0.60686344,0.083688974
1187,0.6900093,0.60645807,0.083551235
1188,0.68946767,0.6060538,0.08341387
1189,0.6889266,0.60564977,0.08327679
1190,0.68838644,0.60524654,0.08313993
1191,0.68784726,0.6048439,0.08300336
1192,0.68730927,0.60444224,0.082867056
1193,0.6867719,0.60404086,0.08273104
1194,0.6862356,0.60364026,0.08259532
1195,0.6857002,0.60324043,0.08245972
1196,0.6851657,0.60284114,0.08232457
1197,0.6846323,0.6024427,0.08218962
1198,0.6840997,0.6020447,0.08205501
1199,0.683568,0.6016472,0.08192076
1200,0.6830375,0.6012509,0.081786625
1201,0.68250734,0.6008546,0.08165279
1202,0.6819786,0.60045934,0.081519246
1203,0.6814507,0.60006493,0.081385806
1204,0.68092364,0.59967095,0.08125265
1205,0.68039745,0.5992775,0.08111995
1206,0.6798723,0.59888476,0.08098748
1207,0.6793478,0.5984925,0.08085532
1208,0.6788245,0.598101,0.080723464
1209,0.678302,0.5977102,0.0805918
1210,0.67778033,0.59732,0.0804603
1211,0.67725974,0.5969306,0.08032909
1212,0.67673963,0.5965414,0.080198206
1213,0.6762209,0.59615344,0.08006747
1214,0.6757028,0.5957658,0.079937026
1215,0.67518574,0.59537894,0.07980684
1216,0.6746694,0.59499234,0.07967705
1217,0.67415404,0.59460664,0.07954745
1218,0.6736396,0.5942214,0.079418175
1219,0.673126,0.5938369,0.079289116
1220,0.6726131,0.59345275,0.07916032
1221,0.67210114,0.59306943,0.07903174
1222,0.6715903,0.592687,0.07890333
1223,0.6710802,0.59230494,0.07877523
1224,0.67057073,0.59192336,0.07864734
1225,0.6700623,0.5915426,0.07851974
1226,0.6695548,0.5911624,0.07839242
1227,0.66904825,0.5907828,0.07826543
1228,0.6685423,0.5904036,0.07813873
1229,0.6680375,0.59002525,0.07801222
1230,0.6675331,0.5896472,0.077885956
1231,0.6670298,0.58927006,0.07775977
1232,0.66652745,0.5888936,0.07763389
1233,0.66602594,0.5885177,0.0775082
1234,0.6655252,0.5881424,0.07738284
1235,0.66502535,0.5877676,0.07725775
1236,0.6645263,0.58739334,0.07713292
1237,0.66402805,0.5870196,0.07700844
1238,0.66353065,0.5866464,0.07688425
1239,0.6630343,0.5862741,0.07676025
1240,0.66253865,0.58590215,0.07663647
1241,0.6620437,0.58553094,0.07651275
1242,0.6615496,0.5851603,0.07638927
1243,0.6610567,0.5847907,0.07626595
1244,0.6605641,0.58442116,0.07614299
1245,0.66007274,0.5840524,0.07602036
1246,0.659582,0.583684,0.07589801
1247,0.6590922,0.58331627,0.07577592
1248,0.65860313,0.58294904,0.07565412
1249,0.6581149,0.5825824,0.07553249
1250,0.6576274,0.5822163,0.07541109
1251,0.65714085,0.58185107,0.0752898
1252,0.6566548,0.5814861,0.07516867
1253,0.65617007,0.5811222,0.0750478
1254,0.6556858,0.5807586,0.07492725
1255,0.6552024,0.58039546,0.07480691
1256,0.65471977,0.5800329,0.07468689
1257,0.6542381,0.57967097,0.07456716
1258,0.6537573,0.57930964,0.07444766
1259,0.65327704,0.5789487,0.0743284
1260,0.65279764,0.5785884,0.07420922
1261,0.6523191,0.5782288,0.07409028
1262,0.6518411,0.5778696,0.07397152
1263,0.65136427,0.57751113,0.07385312
1264,0.6508879,0.57715297,0.0737349
1265,0.65041286,0.57679594,0.07361692
1266,0.64993817,0.5764391,0.07349909
1267,0.64946437,0.57608277,0.07338158
1268,0.6489911,0.5757268,0.073264286
1269,0.6485191,0.57537186,0.07314725
1270,0.6480474,0.575017,0.07303043
1271,0.6475768,0.574663,0.07291386
1272,0.6471068,0.57430935,0.07279745
1273,0.6466378,0.57395667,0.07268115
1274,0.6461693,0.57360417,0.07256515
1275,0.6457017,0.5732523,0.07244937
1276,0.645235,0.57290107,0.07233392
1277,0.6447688,0.5725501,0.072218634
1278,0.6443036,0.5722,0.07210364
1279,0.643839,0.57185024,0.07198876
1280,0.6433754,0.5715013,0.07187405
1281,0.64291245,0.5711528,0.071759626
1282,0.64245015,0.5708048,0.071645364
1283,0.64198875,0.5704574,0.0715314
1284,0.641528,0.5701104,0.07141768
1285,0.6410681,0.5697641,0.07130404
1286,0.640609,0.5694182,0.07119081
1287,0.6401505,0.5690728,0.071077734
1288,0.6396927,0.56872785,0.07096483
1289,0.63923585,0.5683837,0.07085217
1290,0.6387796,0.56803995,0.07073965
1291,0.6383241,0.56769675,0.07062735
1292,0.63786966,0.5673543,0.07051529
1293,0.63741547,0.5670121,0.07040343
1294,0.6369625,0.56667066,0.07029185
1295,0.6365101,0.56632966,0.070180416
1296,0.6360584,0.5659891,0.07006931
1297,0.6356072,0.5656488,0.06995835
1298,0.63515717,0.5653096,0.06984758
1299,0.63470775,0.5649708,0.06973696
1300,0.6342588,0.56463224,0.069626585
1301,0.63381076,0.56429434,0.0695164
1302,0.63336354,0.56395715,0.069406405
1303,0.6329169,0.56362027,0.06929663
1304,0.63247126,0.5632841,0.06918714
1305,0.6320262,0.56294835,0.06907787
1306,0.6315818,0.56261295,0.068968855
1307,0.63113815,0.5622782,0.06885995
1308,0.63069516,0.561944,0.06875119
1309,0.63025314,0.5616105,0.068642616
1310,0.6298114,0.5612773,0.06853419
1311,0.62937087,0.5609448,0.06842609
1312,0.6289306,0.5606124,0.0683182
1313,0.6284915,0.5602809,0.068210624
1314,0.6280529,0.5599497,0.06810321
1315,0.62761503,0.55961907,0.06799597
1316,0.6271777,0.5592888,0.067888916
1317,0.6267414,0.5589594,0.06778196
1318,0.6263056,0.5586302,0.06767532
1319,0.6258705,0.5583018,0.06756869
1320,0.62543625,0.557974,0.067462236
1321,0.6250025,0.5576463,0.06735621
1322,0.62456965,0.5573193,0.06725037
1323,0.6241375,0.5569927,0.067144826
1324,0.62370586,0.5566664,0.06703946
1325,0.6232751,0.55634093,0.066934206
1326,0.62284493,0.5560158,0.06682913
1327,0.62241566,0.5556915,0.066724166
1328,0.62198675,0.55536747,0.06661929
1329,0.6215587,0.5550441,0.066514626
1330,0.6211314,0.5547211,0.06641033
1331,0.6207049,0.5543986,0.06630629
1332,0.62027895,0.55407643,0.06620254
1333,0.6198538,0.55375487,0.06609893
1334,0.6194292,0.5534338,0.0659954
1335,0.6190054,0.5531132,0.065892115
1336,0.61858207,0.5527932,0.06578883
1337,0.61815965,0.55247384,0.06568577
1338,0.6177379,0.55215496,0.06558293
1339,0.61731654,0.55183613,0.065480396
1340,0.61689615,0.55151814,0.06537801
1341,0.61647624,0.55120045,0.065275826
1342,0.61605716,0.55088323,0.06517396
1343,0.6156388,0.5505666,0.065072164
1344,0.6152211,0.5502506,0.064970516
1345,0.614804,0.549935,0.064869076
1346,0.6143877,0.5496199,0.064767756
1347,0.6139721,0.5493055,0.06466661
1348,0.61355716,0.5489914,0.06456573
1349,0.6131426,0.54867756,0.06446506
1350,0.6127289,0.5483643,0.064364605
1351,0.6123158,0.5480514,0.0642644
1352,0.6119035,0.54773915,0.064164326
1353,0.6114917,0.5474273,0.06406434
1354,0.61108077,0.5471162,0.06396452
1355,0.6106704,0.54680544,0.063864924
1356,0.6102607,0.54649514,0.06376556
1357,0.6098515,0.54618514,0.06366635
1358,0.60944307,0.54587567,0.063567385
1359,0.6090354,0.5455668,0.06346855
1360,0.6086282,0.54525834,0.06336983
1361,0.60822165,0.5449502,0.063271455
1362,0.607816,0.5446428,0.06317321
1363,0.60741085,0.54433584,0.06307503
1364,0.6070065,0.54402936,0.06297713
1365,0.60660243,0.5437231,0.06287933
1366,0.6061994,0.54341763,0.06278177
1367,0.6057968,0.54311246,0.062684365
1368,0.60539496,0.5428077,0.062587276
1369,0.60499376,0.54250354,0.062490236
1370,0.6045931,0.5421996,0.06239346
1371,0.6041933,0.54189646,0.06229681
1372,0.6037938,0.54159355,0.06220025
1373,0.6033951,0.5412912,0.062103953
1374,0.60299706,0.5409893,0.06200782
1375,0.6025996,0.54068786,0.061911765
1376,0.602203,0.5403871,0.061815906
1377,0.6018066,0.54008615,0.061720416
1378,0.6014115,0.5397865,0.061625045
1379,0.6010165,0.53948665,0.061529893
1380,0.6006222,0.5391873,0.061434865
1381,0.6002286,0.5388886,0.06134005
1382,0.59983575,0.53859043,0.061245296
1383,0.59944326,0.5382926,0.061150666
1384,0.59905154,0.5379952,0.06105627
1385,0.5986604,0.5376984,0.060961977
1386,0.59827006,0.5374021,0.060867943
1387,0.5978801,0.537106,0.060774148
1388,0.5974908,0.5368103,0.060680494
1389,0.59710234,0.5365153,0.06058701
1390,0.5967143,0.53622055,0.060493745
1391,0.5963269,0.5359263,0.060400594
1392,0.59594005,0.5356325,0.060307574
1393,0.595554,0.5353393,0.06021469
1394,0.5951684,0.53504634,0.060122035
1395,0.59478354,0.534754,0.060029533
1396,0.5943991,0.53446186,0.059937265
1397,0.5940153,0.53417015,0.059845157
1398,0.59363234,0.5338791,0.05975323
1399,0.5932498,0.5335883,0.05966148
1400,0.5928679,0.5332981,0.05956983
1401,0.5924866,0.5330082,0.059478365
1402,0.592106,0.532719,0.059386995
1403,0.59172606,0.5324302,0.059295863
1404,0.5913464,0.5321416,0.059204802
1405,0.5909674,0.5318534,0.059114028
1406,0.5905892,0.5315657,0.059023473
1407,0.59021163,0.53127855,0.058933042
1408,0.5898347,0.53099185,0.0588428
1409,0.58945787,0.53070515,0.058752716
1410,0.5890821,0.5304194,0.058662716
1411,0.58870673,0.53013384,0.05857291
1412,0.58833206,0.5298488,0.058483258
1413,0.5879579,0.5295642,0.058393676
1414,0.5875844,0.52928,0.058304317
1415,0.5872114,0.5289962,0.058215164
1416,0.5868389,0.52871263,0.058126315
1417,0.58646727,0.5284298,0.05803745
1418,0.5860959,0.52814704,0.05794894
1419,0.58572555,0.5278651,0.057860415
1420,0.5853552,0.5275832,0.057772078
1421,0.5849858,0.527302,0.057683777
1422,0.5846169,0.52702117,0.057595715
1423,0.5842485,0.5267406,0.057507858
1424,0.583881,0.52646095,0.05742008
1425,0.58351374,0.52618104,0.057332702
1426,0.58314717,0.52590173,0.05724546
1427,0.58278096,0.52562267,0.057158303
1428,0.58241564,0.5253444,0.057071276
1429,0.58205056,0.52506626,0.056984305
1430,0.5816863,0.52478874,0.056897536
1431,0.5813226,0.5245118,0.056810807
1432,0.5809593,0.52423495,0.056724403
1433,0.58059675,0.5239587,0.05663808
1434,0.5802347,0.5236826,0.056552082
1435,0.57987314,0.52340686,0.05646627
1436,0.5795123,0.52313167,0.056380615
1437,0.57915175,0.5228568,0.05629497
1438,0.578792,0.5225826,0.056209423
1439,0.57843256,0.5223086,0.056124
1440,0.57807386,0.52203506,0.056038786
1441,0.5777157,0.52176195,0.055953726
1442,0.5773581,0.52148926,0.055868875
1443,0.577001,0.5212167,0.055784278
1444,0.5766444,0.52094465,0.05569974
1445,0.57628834,0.520673,0.05561534
1446,0.57593286,0.5204018,0.055531066
1447,0.5755781,0.52013105,0.055446997
1448,0.57522374,0.51986074,0.055363018
1449,0.57486993,0.5195906,0.055279266
1450,0.57451665,0.519321,0.05519565
1451,0.5741639,0.5190518,0.05511216
1452,0.57381165,0.51878285,0.055028822
1453,0.57346004,0.51851434,0.054945696
1454,0.5731089,0.5182463,0.054862633
1455,0.57275826,0.5179785,0.054779783
1456,0.572408,0.51771104,0.05469697
1457,0.5720585,0.517444,0.054614447
1458,0.57170963,0.51717764,0.054531988
1459,0.57136124,0.5169115,0.054449726
1460,0.571013,0.51664543,0.05436758
1461,0.57066566,0.5163801,0.05428563
1462,0.57031876,0.51611495,0.05420386
1463,0.56997246,0.51585025,0.054122195
1464,0.5696267,0.515586,0.054040644
1465,0.5692811,0.51532185,0.05395925
1466,0.5689362,0.5150582,0.053877983
1467,0.5685921,0.5147952,0.05379687
1468,0.56824845,0.51453257,0.05371589
1469,0.5679049,0.5142699,0.05363501
1470,0.5675621,0.5140077,0.053554393
1471,0.5672198,0.5137459,0.053473916
1472,0.5668782,0.51348454,0.05339366
1473,0.56653684,0.5132234,0.05331344
1474,0.5661961,0.51296276,0.05323333
1475,0.56585586,0.5127024,0.053153433
1476,0.565516,0.5124424,0.053073574
1477,0.5651769,0.51218295,0.052993935
1478,0.56483805,0.5119236,0.05291442
1479,0.5644998,0.5116647,0.052835107
1480,0.564162,0.51140606,0.052755952
1481,0.5638249,0.511148,0.052676883
1482,0.56348795,0.51089,0.052597933
1483,0.56315166,0.5106326,0.052519064
1484,0.5628159,0.5103755,0.052440405
1485,0.5624807,0.5101188,0.05236192
1486,0.56214595,0.5098624,0.052283563
1487,0.5618115,0.5096062,0.052205328
1488,0.56147766,0.5093503,0.052127328
1489,0.5611445,0.509095,0.05204944
1490,0.5608116,0.50884,0.05197153
1491,0.5604792,0.5085854,0.051893853
1492,0.56014735,0.50833106,0.051816244
